percent_removed,acc_removed_only,acc_shifted_removed
4.800000000000000000e+01,5.692000000000000393e-01,5.642000000000000348e-01
4.900000000000000000e+01,5.696999999999999842e-01,5.622000000000000330e-01
5.000000000000000000e+01,5.696999999999999842e-01,5.657999999999999696e-01
5.100000000000000000e+01,5.715999999999999970e-01,5.659999999999999476e-01
5.200000000000000000e+01,5.726999999999999869e-01,5.653000000000000247e-01
5.300000000000000000e+01,5.668999999999999595e-01,5.568999999999999506e-01
5.400000000000000000e+01,5.681000000000000494e-01,5.595999999999999863e-01
5.500000000000000000e+01,5.681000000000000494e-01,5.606999999999999762e-01
5.600000000000000000e+01,5.663000000000000256e-01,5.597999999999999643e-01
5.700000000000000000e+01,5.674000000000000155e-01,5.600000000000000533e-01
5.800000000000000000e+01,5.666999999999999815e-01,5.576999999999999735e-01
5.900000000000000000e+01,5.654000000000000137e-01,5.580000000000000515e-01
6.000000000000000000e+01,5.679999999999999494e-01,5.576999999999999735e-01
6.100000000000000000e+01,5.635999999999999899e-01,5.543000000000000149e-01
6.200000000000000000e+01,5.620000000000000551e-01,5.526999999999999691e-01
6.300000000000000000e+01,5.594000000000000083e-01,5.483999999999999986e-01
6.400000000000000000e+01,5.558999999999999497e-01,5.437999999999999501e-01
6.500000000000000000e+01,5.508999999999999453e-01,5.386999999999999567e-01
6.600000000000000000e+01,5.537999999999999590e-01,5.422000000000000153e-01
6.700000000000000000e+01,5.524999999999999911e-01,5.429000000000000492e-01
6.800000000000000000e+01,5.511000000000000343e-01,5.393999999999999906e-01
6.900000000000000000e+01,5.511000000000000343e-01,5.390000000000000346e-01
7.000000000000000000e+01,5.550000000000000488e-01,5.402000000000000135e-01
7.100000000000000000e+01,5.582000000000000295e-01,5.455999999999999739e-01
7.200000000000000000e+01,5.626999999999999780e-01,5.492000000000000215e-01
7.300000000000000000e+01,5.634000000000000119e-01,5.493999999999999995e-01
7.400000000000000000e+01,5.633000000000000229e-01,5.544000000000000039e-01
7.500000000000000000e+01,5.626999999999999780e-01,5.534000000000000030e-01
7.600000000000000000e+01,5.556999999999999718e-01,5.444999999999999840e-01
7.700000000000000000e+01,5.585999999999999854e-01,5.443999999999999950e-01
7.800000000000000000e+01,5.571000000000000396e-01,5.439000000000000501e-01
7.900000000000000000e+01,5.548999999999999488e-01,5.444999999999999840e-01
8.000000000000000000e+01,5.395999999999999686e-01,5.254999999999999671e-01
8.100000000000000000e+01,5.366999999999999549e-01,5.199000000000000288e-01
8.200000000000000000e+01,5.427999999999999492e-01,5.280000000000000249e-01
8.300000000000000000e+01,5.445999999999999730e-01,5.314999999999999725e-01
8.400000000000000000e+01,5.422000000000000153e-01,5.274999999999999689e-01
8.500000000000000000e+01,5.548999999999999488e-01,5.477999999999999536e-01
8.600000000000000000e+01,5.586999999999999744e-01,5.523000000000000131e-01
8.700000000000000000e+01,5.544000000000000039e-01,5.476999999999999647e-01
8.800000000000000000e+01,5.486999999999999655e-01,5.394999999999999796e-01
8.900000000000000000e+01,5.423000000000000043e-01,5.346999999999999531e-01
9.000000000000000000e+01,5.432000000000000162e-01,5.358000000000000540e-01
9.100000000000000000e+01,5.373999999999999888e-01,5.282999999999999918e-01
9.200000000000000000e+01,5.445999999999999730e-01,5.352000000000000091e-01
9.300000000000000000e+01,5.502000000000000224e-01,5.453999999999999959e-01
9.400000000000000000e+01,5.576999999999999735e-01,5.558999999999999497e-01
9.500000000000000000e+01,5.614000000000000101e-01,5.582000000000000295e-01
9.600000000000000000e+01,5.435999999999999721e-01,5.392000000000000126e-01
9.700000000000000000e+01,5.474999999999999867e-01,5.407999999999999474e-01
9.800000000000000000e+01,5.606999999999999762e-01,5.586999999999999744e-01
9.900000000000000000e+01,4.157000000000000139e-01,4.089999999999999747e-01
1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000056e-01
