percent_removed,acc_removed_only,acc_shifted_removed
5.200000000000000000e+01,5.787999999999999812e-01,5.787999999999999812e-01
5.300000000000000000e+01,5.795000000000000151e-01,5.795000000000000151e-01
5.400000000000000000e+01,5.782000000000000473e-01,5.782000000000000473e-01
5.500000000000000000e+01,5.778999999999999693e-01,5.778999999999999693e-01
5.600000000000000000e+01,5.790999999999999481e-01,5.790999999999999481e-01
5.700000000000000000e+01,5.789999999999999591e-01,5.789999999999999591e-01
5.800000000000000000e+01,5.795000000000000151e-01,5.795000000000000151e-01
5.900000000000000000e+01,5.793000000000000371e-01,5.793000000000000371e-01
6.000000000000000000e+01,5.813000000000000389e-01,5.813000000000000389e-01
6.100000000000000000e+01,5.797999999999999821e-01,5.797999999999999821e-01
6.200000000000000000e+01,5.793000000000000371e-01,5.793000000000000371e-01
6.300000000000000000e+01,5.800999999999999490e-01,5.800999999999999490e-01
6.400000000000000000e+01,5.787999999999999812e-01,5.787999999999999812e-01
6.500000000000000000e+01,5.736999999999999877e-01,5.736999999999999877e-01
6.600000000000000000e+01,5.728999999999999648e-01,5.728999999999999648e-01
6.700000000000000000e+01,5.636999999999999789e-01,5.636999999999999789e-01
6.800000000000000000e+01,5.623000000000000220e-01,5.623000000000000220e-01
6.900000000000000000e+01,5.601000000000000423e-01,5.601000000000000423e-01
7.000000000000000000e+01,5.623000000000000220e-01,5.623000000000000220e-01
7.100000000000000000e+01,5.594000000000000083e-01,5.594000000000000083e-01
7.200000000000000000e+01,5.583000000000000185e-01,5.583000000000000185e-01
7.300000000000000000e+01,5.516999999999999682e-01,5.516999999999999682e-01
7.400000000000000000e+01,5.546999999999999709e-01,5.546999999999999709e-01
7.500000000000000000e+01,5.534999999999999920e-01,5.534999999999999920e-01
7.600000000000000000e+01,5.534999999999999920e-01,5.534999999999999920e-01
7.700000000000000000e+01,5.540000000000000480e-01,5.540000000000000480e-01
7.800000000000000000e+01,5.552000000000000268e-01,5.552000000000000268e-01
7.900000000000000000e+01,5.536999999999999700e-01,5.536999999999999700e-01
8.000000000000000000e+01,5.524999999999999911e-01,5.524999999999999911e-01
8.100000000000000000e+01,5.550000000000000488e-01,5.550000000000000488e-01
8.200000000000000000e+01,5.542000000000000259e-01,5.542000000000000259e-01
8.300000000000000000e+01,5.552000000000000268e-01,5.552000000000000268e-01
8.400000000000000000e+01,5.534999999999999920e-01,5.534999999999999920e-01
8.500000000000000000e+01,5.433999999999999941e-01,5.433999999999999941e-01
8.600000000000000000e+01,5.441000000000000281e-01,5.441000000000000281e-01
8.700000000000000000e+01,5.396999999999999575e-01,5.396999999999999575e-01
8.800000000000000000e+01,5.425999999999999712e-01,5.425999999999999712e-01
8.900000000000000000e+01,5.406999999999999584e-01,5.406999999999999584e-01
9.000000000000000000e+01,5.405999999999999694e-01,5.405999999999999694e-01
9.100000000000000000e+01,5.331000000000000183e-01,5.331000000000000183e-01
9.200000000000000000e+01,5.352000000000000091e-01,5.352000000000000091e-01
9.300000000000000000e+01,5.305999999999999606e-01,5.305999999999999606e-01
9.400000000000000000e+01,5.242999999999999883e-01,5.242999999999999883e-01
9.500000000000000000e+01,5.120999999999999996e-01,5.120999999999999996e-01
9.600000000000000000e+01,5.104999999999999538e-01,5.104999999999999538e-01
9.700000000000000000e+01,4.959999999999999964e-01,4.959999999999999964e-01
9.800000000000000000e+01,4.148999999999999910e-01,4.148999999999999910e-01
9.900000000000000000e+01,2.866000000000000214e-01,2.866000000000000214e-01
1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000056e-01
