-3.754416704177856445e-01 -1.450319141149520874e-01 -9.154285192489624023e-01
-3.560695350170135498e-01 -1.679879873991012573e-01 -9.192358851432800293e-01
-3.979966640472412109e-01 -1.759060025215148926e-01 -9.003642797470092773e-01
-8.549296259880065918e-01 -5.016613602638244629e-01 -1.320276558399200439e-01
-8.346751928329467773e-01 -5.210649371147155762e-01 -1.783496737480163574e-01
-8.157148361206054688e-01 -5.697652697563171387e-01 -9.988437592983245850e-02
-8.378779888153076172e-01 -5.454315543174743652e-01 -2.156248874962329865e-02
-8.378503918647766113e-01 -5.454731583595275879e-01 -2.158318646252155304e-02
-8.369762897491455078e-01 -5.467966198921203613e-01 -2.200646139681339264e-02
-8.369796872138977051e-01 -5.467932820320129395e-01 -2.195560373365879059e-02
-8.363891839981079102e-01 -5.476593971252441406e-01 -2.285781875252723694e-02
4.715884476900100708e-02 -9.953269958496093750e-01 -8.426378667354583740e-02
4.715884476900100708e-02 -9.953269958496093750e-01 -8.426378667354583740e-02
4.715884476900100708e-02 -9.953269958496093750e-01 -8.426378667354583740e-02
4.715884476900100708e-02 -9.953269958496093750e-01 -8.426378667354583740e-02
