-6.294952630996704102e-01 -7.475262284278869629e-01 -2.119914144277572632e-01
-6.275519728660583496e-01 -7.555054426193237305e-01 -1.881225556135177612e-01
-5.025398135185241699e-01 -8.386887311935424805e-01 -2.098927795886993408e-01
-8.228839933872222900e-02 -2.976478636264801025e-01 9.511227011680603027e-01
-1.065786927938461304e-01 -2.870104014873504639e-01 9.519800543785095215e-01
5.705208703875541687e-02 -4.693618118762969971e-01 8.811609148979187012e-01
1.403056830167770386e-01 -3.496585786342620850e-01 9.263116717338562012e-01
1.404169946908950806e-01 -3.497288823127746582e-01 9.262682199478149414e-01
1.412048935890197754e-01 -3.499203920364379883e-01 9.260761141777038574e-01
1.411991417407989502e-01 -3.502710461616516113e-01 9.259443879127502441e-01
1.400223225355148315e-01 -3.498791456222534180e-01 9.262712597846984863e-01
7.123354077339172363e-01 -6.922101974487304688e-01 1.158592104911804199e-01
7.123354077339172363e-01 -6.922101974487304688e-01 1.158592104911804199e-01
7.123354077339172363e-01 -6.922101974487304688e-01 1.158592104911804199e-01
7.123354077339172363e-01 -6.922101974487304688e-01 1.158592104911804199e-01
