3.935625255107879639e-01 -4.051001369953155518e-01 8.252287507057189941e-01
3.923957943916320801e-01 -3.950183689594268799e-01 8.306540250778198242e-01
3.801576197147369385e-01 -3.981781005859375000e-01 8.348259329795837402e-01
-3.133277595043182373e-01 -9.479420185089111328e-01 -5.684786289930343628e-02
-3.179958462715148926e-01 -9.464724659919738770e-01 -5.539369955658912659e-02
-3.279918432235717773e-01 -9.416210651397705078e-01 -7.596898078918457031e-02
-3.178969919681549072e-01 -9.447229504585266113e-01 -8.025028556585311890e-02
-3.178342580795288086e-01 -9.447389245033264160e-01 -8.031129091978073120e-02
-3.071383535861968994e-01 -9.475382566452026367e-01 -8.852887153625488281e-02
-3.072141706943511963e-01 -9.475198984146118164e-01 -8.846221119165420532e-02
-3.029804527759552002e-01 -9.485680460929870605e-01 -9.176887571811676025e-02
6.760299205780029297e-01 -4.257484972476959229e-01 -6.014331579208374023e-01
6.760299205780029297e-01 -4.257484972476959229e-01 -6.014331579208374023e-01
6.760299205780029297e-01 -4.257484972476959229e-01 -6.014331579208374023e-01
6.760299205780029297e-01 -4.257484972476959229e-01 -6.014331579208374023e-01
