percent_removed,acc_removed_only,acc_shifted_removed
5.600000000000000000e+01,1.782999999999999863e-01,1.746000000000000052e-01
5.700000000000000000e+01,1.758000000000000118e-01,1.743999999999999995e-01
5.800000000000000000e+01,1.733999999999999986e-01,1.739999999999999880e-01
5.900000000000000000e+01,1.738999999999999990e-01,1.741999999999999937e-01
6.000000000000000000e+01,1.754000000000000004e-01,1.743000000000000105e-01
6.100000000000000000e+01,1.781999999999999973e-01,1.768000000000000127e-01
6.200000000000000000e+01,1.797999999999999876e-01,1.779999999999999916e-01
6.300000000000000000e+01,1.748999999999999999e-01,1.749999999999999889e-01
6.400000000000000000e+01,1.698000000000000065e-01,1.693000000000000060e-01
6.500000000000000000e+01,1.703999999999999959e-01,1.701000000000000012e-01
6.600000000000000000e+01,1.685000000000000109e-01,1.688000000000000056e-01
6.700000000000000000e+01,1.683999999999999941e-01,1.691999999999999893e-01
6.800000000000000000e+01,1.683999999999999941e-01,1.675000000000000100e-01
6.900000000000000000e+01,1.666999999999999871e-01,1.666999999999999871e-01
7.000000000000000000e+01,1.660999999999999976e-01,1.660999999999999976e-01
7.100000000000000000e+01,1.653000000000000025e-01,1.622000000000000108e-01
7.200000000000000000e+01,1.592000000000000082e-01,1.574000000000000121e-01
7.300000000000000000e+01,1.587999999999999967e-01,1.577000000000000068e-01
7.400000000000000000e+01,1.605999999999999928e-01,1.585999999999999910e-01
7.500000000000000000e+01,1.595999999999999919e-01,1.557999999999999940e-01
7.600000000000000000e+01,1.608999999999999875e-01,1.597999999999999976e-01
7.700000000000000000e+01,1.608999999999999875e-01,1.595999999999999919e-01
7.800000000000000000e+01,1.575999999999999901e-01,1.570000000000000007e-01
7.900000000000000000e+01,1.519999999999999962e-01,1.509000000000000064e-01
8.000000000000000000e+01,1.547999999999999932e-01,1.517000000000000015e-01
8.100000000000000000e+01,1.534999999999999976e-01,1.509999999999999953e-01
8.200000000000000000e+01,1.461999999999999966e-01,1.426999999999999935e-01
8.300000000000000000e+01,1.454000000000000015e-01,1.433999999999999997e-01
8.400000000000000000e+01,1.438000000000000111e-01,1.424999999999999878e-01
8.500000000000000000e+01,1.395000000000000129e-01,1.383000000000000063e-01
8.600000000000000000e+01,1.378999999999999948e-01,1.361999999999999877e-01
8.700000000000000000e+01,1.292999999999999983e-01,1.260000000000000009e-01
8.800000000000000000e+01,1.242999999999999938e-01,1.222000000000000031e-01
8.900000000000000000e+01,1.223999999999999949e-01,1.189999999999999947e-01
9.000000000000000000e+01,1.185999999999999971e-01,1.145999999999999935e-01
9.100000000000000000e+01,1.160000000000000059e-01,1.092000000000000054e-01
9.200000000000000000e+01,1.207000000000000017e-01,1.200999999999999984e-01
9.300000000000000000e+01,1.231000000000000011e-01,1.226000000000000006e-01
9.400000000000000000e+01,1.202000000000000013e-01,1.242000000000000048e-01
9.500000000000000000e+01,1.117999999999999966e-01,1.106000000000000039e-01
9.600000000000000000e+01,1.063000000000000056e-01,1.040999999999999981e-01
9.700000000000000000e+01,9.859999999999999321e-02,9.669999999999999429e-02
9.800000000000000000e+01,8.300000000000000433e-02,8.279999999999999860e-02
9.900000000000000000e+01,5.680000000000000326e-02,5.559999999999999665e-02
1.000000000000000000e+02,1.000000000000000021e-02,1.000000000000000021e-02
