percent_removed,acc_removed_only,acc_shifted_removed
7.300000000000000000e+01,7.098999999999999755e-01,7.088999999999999746e-01
7.400000000000000000e+01,7.086000000000000076e-01,7.076000000000000068e-01
7.500000000000000000e+01,7.084000000000000297e-01,7.079999999999999627e-01
7.600000000000000000e+01,7.088999999999999746e-01,7.085000000000000187e-01
7.700000000000000000e+01,7.075000000000000178e-01,7.079999999999999627e-01
7.800000000000000000e+01,7.083000000000000407e-01,7.079999999999999627e-01
7.900000000000000000e+01,7.068999999999999728e-01,7.074000000000000288e-01
8.000000000000000000e+01,7.062000000000000499e-01,7.070999999999999508e-01
8.100000000000000000e+01,7.056999999999999940e-01,7.064000000000000279e-01
8.200000000000000000e+01,7.049999999999999600e-01,7.053000000000000380e-01
8.300000000000000000e+01,7.057999999999999829e-01,7.053000000000000380e-01
8.400000000000000000e+01,7.053000000000000380e-01,7.054000000000000270e-01
8.500000000000000000e+01,7.080999999999999517e-01,7.074000000000000288e-01
8.600000000000000000e+01,7.072000000000000508e-01,7.073000000000000398e-01
8.700000000000000000e+01,7.026000000000000023e-01,7.036000000000000032e-01
8.800000000000000000e+01,7.034000000000000252e-01,7.032000000000000473e-01
8.900000000000000000e+01,6.995000000000000107e-01,6.998999999999999666e-01
9.000000000000000000e+01,6.931000000000000494e-01,6.945000000000000062e-01
9.100000000000000000e+01,6.936999999999999833e-01,6.943000000000000282e-01
9.200000000000000000e+01,6.928999999999999604e-01,6.929999999999999494e-01
9.300000000000000000e+01,6.861000000000000432e-01,6.873000000000000220e-01
9.400000000000000000e+01,6.848999999999999533e-01,6.858999999999999542e-01
9.500000000000000000e+01,6.884000000000000119e-01,6.893000000000000238e-01
9.600000000000000000e+01,6.853000000000000203e-01,6.854999999999999982e-01
9.700000000000000000e+01,6.898999999999999577e-01,6.897999999999999687e-01
9.800000000000000000e+01,6.430000000000000160e-01,6.431000000000000050e-01
9.900000000000000000e+01,3.452999999999999958e-01,3.452999999999999958e-01
1.000000000000000000e+02,1.000000000000000056e-01,1.000000000000000056e-01
