percent_removed,acc_removed_only,acc_shifted_removed
0.000000000000000000e+00,7.117999999999999883e-01,7.123000000000000442e-01
1.000000000000000000e+00,7.118999999999999773e-01,7.123000000000000442e-01
2.000000000000000000e+00,7.118999999999999773e-01,7.123000000000000442e-01
3.000000000000000000e+00,7.116999999999999993e-01,7.123000000000000442e-01
4.000000000000000000e+00,7.117999999999999883e-01,7.120999999999999552e-01
5.000000000000000000e+00,7.116999999999999993e-01,7.119999999999999662e-01
6.000000000000000000e+00,7.117999999999999883e-01,7.123000000000000442e-01
7.000000000000000000e+00,7.119999999999999662e-01,7.122000000000000552e-01
8.000000000000000000e+00,7.119999999999999662e-01,7.124000000000000332e-01
9.000000000000000000e+00,7.123000000000000442e-01,7.124000000000000332e-01
1.000000000000000000e+01,7.120999999999999552e-01,7.127000000000000002e-01
1.100000000000000000e+01,7.119999999999999662e-01,7.125000000000000222e-01
1.200000000000000000e+01,7.122000000000000552e-01,7.127000000000000002e-01
1.300000000000000000e+01,7.120999999999999552e-01,7.126000000000000112e-01
1.400000000000000000e+01,7.122000000000000552e-01,7.128999999999999782e-01
1.500000000000000000e+01,7.123000000000000442e-01,7.128999999999999782e-01
1.600000000000000000e+01,7.122000000000000552e-01,7.127999999999999892e-01
1.700000000000000000e+01,7.122000000000000552e-01,7.127000000000000002e-01
1.800000000000000000e+01,7.122000000000000552e-01,7.125000000000000222e-01
1.900000000000000000e+01,7.123000000000000442e-01,7.124000000000000332e-01
2.000000000000000000e+01,7.124000000000000332e-01,7.124000000000000332e-01
2.100000000000000000e+01,7.123000000000000442e-01,7.126000000000000112e-01
2.200000000000000000e+01,7.124000000000000332e-01,7.126000000000000112e-01
2.300000000000000000e+01,7.125000000000000222e-01,7.126000000000000112e-01
2.400000000000000000e+01,7.123000000000000442e-01,7.125000000000000222e-01
2.500000000000000000e+01,7.126000000000000112e-01,7.127000000000000002e-01
2.600000000000000000e+01,7.124000000000000332e-01,7.127999999999999892e-01
2.700000000000000000e+01,7.122000000000000552e-01,7.127000000000000002e-01
2.800000000000000000e+01,7.124000000000000332e-01,7.127000000000000002e-01
2.900000000000000000e+01,7.125000000000000222e-01,7.127999999999999892e-01
3.000000000000000000e+01,7.125000000000000222e-01,7.126000000000000112e-01
3.100000000000000000e+01,7.125000000000000222e-01,7.126000000000000112e-01
3.200000000000000000e+01,7.125000000000000222e-01,7.126000000000000112e-01
3.300000000000000000e+01,7.125000000000000222e-01,7.126000000000000112e-01
3.400000000000000000e+01,7.123000000000000442e-01,7.125000000000000222e-01
3.500000000000000000e+01,7.126000000000000112e-01,7.123000000000000442e-01
3.600000000000000000e+01,7.122000000000000552e-01,7.123000000000000442e-01
3.700000000000000000e+01,7.119999999999999662e-01,7.123000000000000442e-01
3.800000000000000000e+01,7.122000000000000552e-01,7.122000000000000552e-01
3.900000000000000000e+01,7.119999999999999662e-01,7.122000000000000552e-01
4.000000000000000000e+01,7.119999999999999662e-01,7.120999999999999552e-01
4.100000000000000000e+01,7.118999999999999773e-01,7.122000000000000552e-01
4.200000000000000000e+01,7.125000000000000222e-01,7.124000000000000332e-01
4.300000000000000000e+01,7.124000000000000332e-01,7.122000000000000552e-01
4.400000000000000000e+01,7.127999999999999892e-01,7.126000000000000112e-01
4.500000000000000000e+01,7.127999999999999892e-01,7.127000000000000002e-01
4.600000000000000000e+01,7.125000000000000222e-01,7.125000000000000222e-01
4.700000000000000000e+01,7.124000000000000332e-01,7.124000000000000332e-01
4.800000000000000000e+01,7.120999999999999552e-01,7.125000000000000222e-01
4.900000000000000000e+01,7.123000000000000442e-01,7.119999999999999662e-01
5.000000000000000000e+01,7.123000000000000442e-01,7.122000000000000552e-01
5.100000000000000000e+01,7.125000000000000222e-01,7.119999999999999662e-01
5.200000000000000000e+01,7.120999999999999552e-01,7.118999999999999773e-01
5.300000000000000000e+01,7.125000000000000222e-01,7.120999999999999552e-01
5.400000000000000000e+01,7.126000000000000112e-01,7.117999999999999883e-01
5.500000000000000000e+01,7.123000000000000442e-01,7.118999999999999773e-01
5.600000000000000000e+01,7.119999999999999662e-01,7.119999999999999662e-01
5.700000000000000000e+01,7.119999999999999662e-01,7.120999999999999552e-01
5.800000000000000000e+01,7.120999999999999552e-01,7.118999999999999773e-01
5.900000000000000000e+01,7.122000000000000552e-01,7.119999999999999662e-01
6.000000000000000000e+01,7.123000000000000442e-01,7.122000000000000552e-01
6.100000000000000000e+01,7.125000000000000222e-01,7.116999999999999993e-01
6.200000000000000000e+01,7.119999999999999662e-01,7.115000000000000213e-01
6.300000000000000000e+01,7.125000000000000222e-01,7.118999999999999773e-01
6.400000000000000000e+01,7.124000000000000332e-01,7.122000000000000552e-01
6.500000000000000000e+01,7.125000000000000222e-01,7.122000000000000552e-01
6.600000000000000000e+01,7.116999999999999993e-01,7.116999999999999993e-01
6.700000000000000000e+01,7.116999999999999993e-01,7.115000000000000213e-01
6.800000000000000000e+01,7.118999999999999773e-01,7.117999999999999883e-01
6.900000000000000000e+01,7.114000000000000323e-01,7.116000000000000103e-01
7.000000000000000000e+01,7.116000000000000103e-01,7.112000000000000544e-01
7.100000000000000000e+01,7.116999999999999993e-01,7.112000000000000544e-01
7.200000000000000000e+01,7.116999999999999993e-01,7.114000000000000323e-01
7.300000000000000000e+01,7.108999999999999764e-01,7.108999999999999764e-01
7.400000000000000000e+01,7.108999999999999764e-01,7.112000000000000544e-01
7.500000000000000000e+01,7.107999999999999874e-01,7.112000000000000544e-01
7.600000000000000000e+01,7.109999999999999654e-01,7.110999999999999543e-01
7.700000000000000000e+01,7.115000000000000213e-01,7.115000000000000213e-01
7.800000000000000000e+01,7.113000000000000433e-01,7.116999999999999993e-01
7.900000000000000000e+01,7.112000000000000544e-01,7.117999999999999883e-01
8.000000000000000000e+01,7.114000000000000323e-01,7.122000000000000552e-01
8.100000000000000000e+01,7.120999999999999552e-01,7.123000000000000442e-01
8.200000000000000000e+01,7.122000000000000552e-01,7.123000000000000442e-01
8.300000000000000000e+01,7.122000000000000552e-01,7.124000000000000332e-01
8.400000000000000000e+01,7.117999999999999883e-01,7.116000000000000103e-01
8.500000000000000000e+01,7.120999999999999552e-01,7.122000000000000552e-01
8.600000000000000000e+01,7.119999999999999662e-01,7.122000000000000552e-01
8.700000000000000000e+01,7.117999999999999883e-01,7.118999999999999773e-01
8.800000000000000000e+01,7.115000000000000213e-01,7.116000000000000103e-01
8.900000000000000000e+01,7.116999999999999993e-01,7.116999999999999993e-01
9.000000000000000000e+01,7.122000000000000552e-01,7.122000000000000552e-01
9.100000000000000000e+01,7.114000000000000323e-01,7.118999999999999773e-01
9.200000000000000000e+01,7.109999999999999654e-01,7.112000000000000544e-01
9.300000000000000000e+01,7.102000000000000535e-01,7.103000000000000425e-01
9.400000000000000000e+01,7.109999999999999654e-01,7.113000000000000433e-01
9.500000000000000000e+01,7.108999999999999764e-01,7.104000000000000314e-01
