0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.337529420852661133e-01 7.735354900360107422e-01 1.590110931815047479e-09 -3.522358404950409749e-09 1.152594535369644291e-07 -4.205338939300418133e-07 -2.083680783471208997e-06 -3.803383151534944773e-06 6.193793524289503694e-06
4.506654441356658936e-01 8.926929235458374023e-01 1.954493233924381457e-09 -4.329525182811266859e-09 1.416717623214935884e-07 -5.169014229977619834e-07 -2.561167320891399868e-06 -4.674948286265134811e-06 7.613133675477001816e-06
2.967065870761871338e-01 7.961677908897399902e-01 5.273348093032836914e-01 4.753065141471779498e-08 -1.555309381728875451e-06 5.674678504874464124e-06 2.811715967254713178e-05 5.132279693498276174e-05 -8.357896149391308427e-05
5.137878656387329102e-01 8.579172492027282715e-01 1.844027042174900544e-09 -4.084824478667314906e-09 1.336645993887941586e-07 -4.876866341874119826e-07 -2.416412371530896053e-06 -4.410724613990169019e-06 7.182846729847369716e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.998132586479187012e-01 8.661332130432128906e-01 1.869726151682016280e-09 -4.141752274477994433e-09 1.355274008574269828e-07 -4.944832312503422145e-07 -2.450088459227117710e-06 -4.472194177651545033e-06 7.282949354703305289e-06
9.435176849365234375e-02 2.933186292648315430e-01 5.386147499084472656e-01 7.841912508010864258e-01 3.877577000821474940e-06 -1.414766757079632953e-05 -7.009952241787686944e-05 -1.279540156247094274e-04 2.083725848933681846e-04
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.320680800305119362e-11 -4.254801788672324392e-10 9.425088487446942054e-10 -3.084100086425678455e-08 1.125260027379226813e-07 5.575490718001674395e-07 1.017705130834656302e-06 -1.657328539295122027e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.320680800305119362e-11 -4.254801788672324392e-10 9.425088487446942054e-10 -3.084100086425678455e-08 1.125260027379226813e-07 5.575490718001674395e-07 1.017705130834656302e-06 -1.657328539295122027e-06
4.753017425537109375e-01 8.798228502273559570e-01 1.913068148340357766e-09 -4.237762141201528721e-09 1.386690655635902658e-07 -5.059458771938807331e-07 -2.506883902242407203e-06 -4.575863840727834031e-06 7.451775218214606866e-06
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.567841887474060059e-03 3.510591387748718262e-02 1.041644737124443054e-01 1.988285630941390991e-01 3.684285879135131836e-01 4.279482960700988770e-01 4.581343233585357666e-01 4.582152366638183594e-01 4.577829837799072266e-01
1.716891862452030182e-02 5.908261612057685852e-02 1.507592350244522095e-01 2.697174847126007080e-01 3.853203356266021729e-01 4.204854965209960938e-01 4.380160570144653320e-01 4.380564689636230469e-01 4.378437995910644531e-01
2.724019885063171387e-01 7.445163726806640625e-01 6.095018982887268066e-01 5.580597672860676539e-08 -1.826096536206023302e-06 6.662668056378606707e-06 3.301249671494588256e-05 6.025835318723693490e-05 -9.813047654461115599e-05
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.253292679786682129e-01 9.050386548042297363e-01 1.994955312056845287e-09 -4.419155708035304997e-09 1.446046695718905539e-07 -5.276024239719845355e-07 -2.614188815641682595e-06 -4.771729891217546538e-06 7.770741831336636096e-06
