percent_removed,acc_removed_only,acc_shifted_removed
4.300000000000000000e+01,9.537999999999999812e-01,9.537999999999999812e-01
4.400000000000000000e+01,9.542000000000000481e-01,9.542000000000000481e-01
4.500000000000000000e+01,9.537999999999999812e-01,9.537999999999999812e-01
4.600000000000000000e+01,9.542000000000000481e-01,9.542000000000000481e-01
4.700000000000000000e+01,9.546000000000000041e-01,9.546000000000000041e-01
4.800000000000000000e+01,9.545000000000000151e-01,9.545000000000000151e-01
4.900000000000000000e+01,9.583000000000000407e-01,9.583000000000000407e-01
5.000000000000000000e+01,9.574000000000000288e-01,9.574000000000000288e-01
5.100000000000000000e+01,9.575000000000000178e-01,9.575000000000000178e-01
5.200000000000000000e+01,9.578999999999999737e-01,9.578999999999999737e-01
5.300000000000000000e+01,9.579999999999999627e-01,9.579999999999999627e-01
5.400000000000000000e+01,9.576000000000000068e-01,9.576000000000000068e-01
5.500000000000000000e+01,9.575000000000000178e-01,9.575000000000000178e-01
5.600000000000000000e+01,9.545000000000000151e-01,9.545000000000000151e-01
5.700000000000000000e+01,9.553000000000000380e-01,9.553000000000000380e-01
5.800000000000000000e+01,9.555000000000000160e-01,9.555000000000000160e-01
5.900000000000000000e+01,9.555000000000000160e-01,9.555000000000000160e-01
6.000000000000000000e+01,9.549999999999999600e-01,9.549999999999999600e-01
6.100000000000000000e+01,9.534000000000000252e-01,9.534000000000000252e-01
6.200000000000000000e+01,9.523000000000000353e-01,9.523000000000000353e-01
6.300000000000000000e+01,9.523000000000000353e-01,9.523000000000000353e-01
6.400000000000000000e+01,9.503000000000000336e-01,9.503000000000000336e-01
6.500000000000000000e+01,9.532000000000000473e-01,9.532000000000000473e-01
6.600000000000000000e+01,9.547999999999999821e-01,9.547999999999999821e-01
6.700000000000000000e+01,9.544000000000000261e-01,9.544000000000000261e-01
6.800000000000000000e+01,9.562000000000000499e-01,9.562000000000000499e-01
6.900000000000000000e+01,9.556000000000000050e-01,9.556000000000000050e-01
7.000000000000000000e+01,9.554000000000000270e-01,9.554000000000000270e-01
7.100000000000000000e+01,9.537999999999999812e-01,9.537999999999999812e-01
7.200000000000000000e+01,9.563000000000000389e-01,9.563000000000000389e-01
7.300000000000000000e+01,9.572000000000000508e-01,9.572000000000000508e-01
7.400000000000000000e+01,9.563000000000000389e-01,9.563000000000000389e-01
7.500000000000000000e+01,9.566000000000000059e-01,9.566000000000000059e-01
7.600000000000000000e+01,9.558999999999999719e-01,9.558999999999999719e-01
7.700000000000000000e+01,9.562000000000000499e-01,9.562000000000000499e-01
7.800000000000000000e+01,9.537999999999999812e-01,9.537999999999999812e-01
7.900000000000000000e+01,9.539999999999999591e-01,9.539999999999999591e-01
8.000000000000000000e+01,9.529999999999999583e-01,9.529999999999999583e-01
8.100000000000000000e+01,9.529999999999999583e-01,9.529999999999999583e-01
8.200000000000000000e+01,9.488999999999999657e-01,9.488999999999999657e-01
8.300000000000000000e+01,9.529999999999999583e-01,9.529999999999999583e-01
8.400000000000000000e+01,9.524000000000000243e-01,9.524000000000000243e-01
8.500000000000000000e+01,9.536999999999999922e-01,9.536999999999999922e-01
8.600000000000000000e+01,9.522000000000000464e-01,9.522000000000000464e-01
8.700000000000000000e+01,9.515000000000000124e-01,9.515000000000000124e-01
8.800000000000000000e+01,9.484000000000000208e-01,9.484000000000000208e-01
8.900000000000000000e+01,9.434000000000000163e-01,9.434000000000000163e-01
9.000000000000000000e+01,9.412000000000000366e-01,9.412000000000000366e-01
9.100000000000000000e+01,9.368999999999999551e-01,9.368999999999999551e-01
9.200000000000000000e+01,9.458999999999999631e-01,9.458999999999999631e-01
9.300000000000000000e+01,9.479999999999999538e-01,9.479999999999999538e-01
9.400000000000000000e+01,9.445999999999999952e-01,9.445999999999999952e-01
9.500000000000000000e+01,9.381000000000000449e-01,9.381000000000000449e-01
9.600000000000000000e+01,9.336999999999999744e-01,9.336999999999999744e-01
9.700000000000000000e+01,7.593999999999999639e-01,7.593999999999999639e-01
9.800000000000000000e+01,5.454999999999999849e-01,5.454999999999999849e-01
9.900000000000000000e+01,3.165999999999999925e-01,3.165999999999999925e-01
1.000000000000000000e+02,1.028000000000000025e-01,1.028000000000000025e-01
