2.456809878349304199e-01 -1.112302318215370178e-01 -1.921928524971008301e-01 1.075206324458122253e-01 -2.160622179508209229e-01 -2.583291009068489075e-02 5.709114298224449158e-02 -3.700923919677734375e-01 3.237732052803039551e-01 6.956958770751953125e-02
3.726084828376770020e-01 6.290152668952941895e-01 -4.720659852027893066e-01 -2.030785009264945984e-02 -7.323698401451110840e-01 -1.321915835142135620e-01 -5.371687412261962891e-01 -2.946007549762725830e-01 3.021509349346160889e-01 7.731559872627258301e-01
3.099149763584136963e-01 3.920422494411468506e-01 -3.556862175464630127e-01 -3.781823068857192993e-02 -2.739573717117309570e-01 2.668100222945213318e-02 -4.972254931926727295e-01 -1.564148962497711182e-01 2.253421992063522339e-01 2.553555071353912354e-01
2.902512438595294952e-02 -1.346599776297807693e-02 -4.212555289268493652e-02 -1.067809984087944031e-01 8.894397318363189697e-02 -7.262131571769714355e-02 9.523899853229522705e-02 -6.779046356678009033e-02 1.585112139582633972e-02 -3.803343698382377625e-02
-1.433996111154556274e-02 1.156202256679534912e-01 -9.474337100982666016e-02 1.742168143391609192e-02 -1.636337116360664368e-02 -3.267061337828636169e-02 -6.317456066608428955e-02 -6.343964487314224243e-02 5.952259898185729980e-02 -1.958253234624862671e-02
-1.915283873677253723e-02 -3.736522048711776733e-02 -2.213369309902191162e-02 5.089411512017250061e-02 2.356117404997348785e-02 7.229448854923248291e-02 -1.001010760664939880e-01 2.733840420842170715e-02 -5.093279853463172913e-02 -5.614137649536132812e-02
-7.525070756673812866e-02 -2.715722285211086273e-02 6.481179594993591309e-02 -1.290130913257598877e-01 -1.022097915410995483e-01 -1.050663888454437256e-01 1.440551280975341797e-01 9.746500290930271149e-03 7.975194603204727173e-02 2.860385924577713013e-02
3.982312977313995361e-02 1.248165294528007507e-01 1.265140250325202942e-03 -2.567567862570285797e-02 -8.271030336618423462e-02 4.339579865336418152e-02 -1.269991248846054077e-01 -1.573650864884257317e-03 -6.591551005840301514e-02 -1.814545504748821259e-02
9.555159509181976318e-02 -8.252527564764022827e-02 -1.383007410913705826e-02 3.339131176471710205e-02 -2.332995273172855377e-02 -7.369065284729003906e-02 -6.568569689989089966e-02 -9.536415338516235352e-02 2.831203117966651917e-02 8.546068519353866577e-02
2.592190355062484741e-02 7.571277022361755371e-02 1.007306724786758423e-01 -3.140994533896446228e-02 -4.456469044089317322e-02 -5.855352431535720825e-02 -9.796392917633056641e-02 -6.227519735693931580e-02 -5.000273138284683228e-02 3.070460818707942963e-02
